API명,필드수
수원시 금연구역 서비스,0
수원시 농기계임대정보 서비스,30
특정선박통합정보,286
항만시설정보,56
위험물정보,57
관제정보,51
화물컨테이너정보,281
숙련기술인 및 작품/제품정보,66
수원시 박물관미술관정보 서비스,36
수원시 지정약수터 서비스,25
경상남도 의령군 세차장 API,30
경상남도 의령군 보호수 API,35
경상남도 의령군 무더위쉼터 API,33
경상남도 의령군 재해위험지구 API,33
GIS건물정보서비스,0
토지이동이력정보서비스,0
서귀포시 자기주도학습센터 교육강좌,0
금연구역 정보 현황,24
세차장 정보 현황,26
문화예술회관 정보,0
기타전시시설 정보,0
문화의 집 정보,0
경찰서 정보,0
경상남도 소속기관 정보,0
보건소 정보,0
교육청 정보,0
읍면동 정보,0
소방서 정보,0
시군구청 정보,0
경상남도 의령군 금연구역 API,27
수원시 자전거보관소 서비스,27
수원시 자전거대여소 서비스,31
남원시 전통 시장 정보 조회 서비스,40
농식품공무원교육원 시설 대여 신청 신청,0
김포공항 저시정 정보조회 서비스,0
해상훈련 및 사격구역 정보 서비스,27
문화축제 정보 서비스,25
공중화장실 정보 서비스,30
도시공원 정보,29
도서관 정보,38
무료급식소 정보,26
김제먹거리 정보 서비스,21
사회적기업 정보 서비스,24
전기차충전소 정보 서비스,30
관광안내소 정보 서비스,35
민박펜션업소 정보 서비스,25
무료와이파이 정보,27
무인민원발급 정보,23
cctv 정보,24
어린이집 정보,27
탈퇴사업장정보조회서비스,0
착한가격모범업소 정보 현황,21
종자생산현황제공서비스,42
기능성화장품 심사품목 정보 서비스,76
국가출하승인(DB) 서비스,19
의약품 제품 허가정보 서비스,87
독성정보 서비스,460
생약 종합 정보 서비스,407
의약품 등 업체 허가 서비스,34
기능성화장품 보고품목 정보 서비스,63
잔류화학물질정보(DB) 서비스,424
식품 오염물질 정보 서비스,0
검사 부적합 식품정보 서비스,33
건강기능식품정보 서비스,33
식품 영양성분 서비스,19
식품행정처분정보 서비스,33
식품 이력 정보 서비스,247
수입식품 허가정보 서비스,147
HACCP 지정현황 서비스,18
건강기능식품 대상별 정보(DB) 서비스,19
식품 허위·과대광고정보 서비스,28
식품 원재료 정보(DB) 서비스,17
식품첨가물 정보 서비스,23
의료기기 광고사전심의 정보(DB) 서비스,16
의료기기 회수·판매중지 서비스,89
의료기기 품목 허가 서비스,33
의료기기 재평가(DB) 서비스,27
의료기기 제조·수입업 허가정보 서비스,17
의료기기 GMP 지정현황 서비스,100
추적관리대상 의료기기 정보(DB) 서비스,17
실험동물제도 및 실험동물 시설정보 서비스,57
국내소송 의약품(특허) 서비스,18
DUR성분정보,175
의약품 임상시험 정보 서비스,15
의약품 생산·수입실적(DB) 서비스,19
의약품공급부족,33
의약품 재평가(DB) 서비스,21
의약품 부작용 정보 서비스,19
의약품 특허정보(통합) 서비스,21
의약품 낱알식별정보(DB) 서비스,35
의약품생산수입공급중단,36
FDA 오렌지북 특허정보 서비스,17
희귀의약품 정보(DB) 서비스,26
의약품 재심사(DB) 서비스,21
마약류 및 원료물질 정보(DB) 서비스,14
임상시험 실시기관 정보 서비스,14
Paragraph IV 대상 의약품(특허) 서비스,14
의약품 행정처분 서비스,19
마약류 종합정보 서비스,35
의약품 회수·판매중지 서비스,66
안정성서한,14
DUR품목정보,289
인체조직은행 정보(DB) 서비스,18
화장품 제조·제조판매업 정보 서비스,15
수원시 공연예술단체현황 서비스,22
수원시 비영리단체현황(환경분야) 서비스,0
수원시 비영리민간단체현황 서비스,0
수원시 지식산업센터현황 서비스,0
수원시 상가(상권)정보 서비스,0
중앙보훈병원 욕창진료센터 환자 진단정보,21
중앙보훈병원 욕창진료센터 환자 치료정보,62
유치원 공시정보 조회서비스,0
수원시 주택실거래가 정보 서비스,121
전원마을 분양 공고정보,8
수원시 어린이놀이시설현황 서비스,27
라디오 채널 정보 조회,0
수원시 공장등록현황 서비스,0
수원시 주민대피시설현황 서비스,28
수원시 주정차위반단속실적집계현황 서비스,0
의약품성분약효정보조회서비스,0
수가기준정보조회서비스,0
의약품사용정보조회서비스,0
부산 실시간 도로 정체구간 정보 서비스,17
부산굴착정보서비스,30
부산시 관광실태조사 통계정보 서비스,16
부산시 주민등록인구 통계정보 서비스,16
부산실시간풍향풍속정보서비스,14
부산실시간강우량정보서비스,19
부산 민박/펜션업소 정보 서비스,14
부산 공연행사 정보 서비스,14
부산 무료 급식소 정보 서비스,14
부산 어린이집 정보 서비스,15
부산 자전거 보관대 정보 서비스,14
부산 자전거 도로정보 서비스,14
부산 CCTV정보 서비스,14
축산농장 통계제공 서비스,78
가축사육 통계제공 서비스,54
나라장터 조달요청서비스,424
전국민방위대피시설표준데이터,17
(도시계획)실시계획인가정보서비스,20
(도시계획)도시군기본계획정보서비스,14
(도시계획)지구단위계획구역정보서비스,126
(도시계획)용도지역정보서비스,96
(도시계획)시설정보서비스,82
도시계획통계시설서비스,58
(도시계획)개발행위허가정보서비스,35
지자체 농수축산물 물가조사가격 정보제공,109
표준특허 통계 정보제공 서비스,50
표준특허 정보제공 서비스,255
사업자 정보제공 서비스,215
소유자정보 제공서비스,63
전국건강증진센터표준데이터,26
전국야영(캠핑)장표준데이터,24
전국초중등학교위치표준데이터,22
전국초등학교통학구역표준데이터,17
전국중학교학교군표준데이터,17
전국고등학교학교군표준데이터,16
전국고등학교비평준화지역표준데이터,28
전국교육행정구역표준데이터,15
전국학교학구도연계정보표준데이터,13
입찰공고정보,37
계약현황정보,21
토지이용규제법령정보서비스,22
규제안내서서비스,42
토지이용규제정보서비스,49
경상북도 23개 시군 강우량 현황서비스,20
경주시 버스정보 제공 API 서비스,42
수원시 보안등정보 서비스,23
울산광역시 마을기업 현황 API,32
울산광역시 지정약수터 정보 API,25
울산광역시 길관광정보 API,26
울산광역시 무더위쉼터 API,34
울산광역시 보호수 API,36
울산광역시 세차장 API,31
울산광역시 금연구역 API,28
울산광역시 평생학습강좌 API,39
울산광역시 어린이집 API,29
울산광역시 무료급식소 API,27
울산광역시 문화축제 API,44
향토문화유적 정보,30
한국관광공사 관광사진갤러리 서비스,67
어린이보호구역 정보 서비스,24
전통시장 정보 서비스,28
공연행사 정보 서비스,35
평생학습강좌 정보 서비스,37
농어촌체험마을 정보 서비스,29
공공시설개방 정보	서비스,38
무더위쉼터 정보 서비스,32
민방위대피시설 정보 서비스,25
세차장 정보 서비스,30
마을기업 정보 서비스,32
박물관미술관 정보 서비스,36
농기계임대 정보 서비스,30
재해위험지구 정보 서비스,31
울산광역시 환경소음 측정망 현황 API,17
한의원 정보,16
의원 목록 정보,17
치과의원 정보,17
기계연구원 기계기술전문정보자료,0
등록마 조회 서비스,18
승용마 조회 서비스,10
실시간 주소정보 조회(팝업API),0
실시간 주소정보 조회(검색API),0
수산물수출입검역통계(API),8
우리국토의 환경방사선정보 제공,0
숙박현황,12
민박/펜션업소,17
김천시 특화작물 행사정보,15
위생관리등급평가 결과,14
어린이 국가예방접종 지원사업 참여의료기관,26
한국과학기술원 논문 정보 서비스,42
전자파노출량 API,0
전파잡음 API,0
적합인증/등록 정보조회 서비스,0
세입/수입 예산편성현황(총액),0
전국공항 수송실적통계서비스,17
우주전파환경 경보상황,0
우주전파환경 예보확률,0
우주전파환경 예보,0
경상남도 의령군 행정기관정보 API,20
부산 오늘의 수질 정보 조회,12
부산 우리동네 수질 정보 조회,11
부산 하천수질 정보 조회,25
부산광역시 남구 약국 현황 조회 서비스,2
부산광역시 남구 의료 기관 현황 조회 서비스,2
운수회사 정보 조회 서비스,11
차량등록정보 조회 서비스,24
정류소별 도착정보 조회 서비스,44
버스 위치정보 조회 서비스,18
노선정보조회 서비스,106
정류소정보조회 서비스,32
등대표 정보,13
관광자원서비스,44
파산금융기관 매물정보 조회 서비스,333
공연행사정보,0
남도갤러리 정보 서비스,27
남도축제 영상 정보 서비스,27
남도TV 전남의아름다운영상 서비스,27
남도문화유산 영상정보 서비스,27
관광전남 영상 서비스,27
남도로의초대 영상 정보 서비스,27
무인민원발급기운영현황 서비스,23
노인생활시설 정보 서비스,0
지상관측자료 월값(월보) 정보조회서비스,8
AWS관측자료 월값(월보),0
고층관측자료(레윈존데) 월값(월보),0
LH 분양주택 청약공고,0
LH 임대주택 입주자 모집공고,0
LH 주거복지 공고문,0
LH 상가 청약공고,0
LH 채용공고문,0
엄궁농산물도매시장 실시간경락정보,29
엄궁농산물도매시장 반입물량정보,27
반여농산물도매시장 반입물량정보,26
반여농산물도매시장 거래가격정보,44
엄궁농산물도매시장 거래가격정보,62
반여농산물도매시장 실시간경락정보,32
LH 토지청약공고,0
공공임대주택 단지정보 조회 서비스,24
KTV 영상정보 조회서비스,0
E영상역사관 정보조회서비스,0
광주광역시 시립미술관 전시회,22
광주광역시 시대표홈페이지 통합예약신청,24
광주광역시 시립도서관 이달의행사,15
전주음식 정보 서비스,178
문화공간 정보 서비스,66
문화체험 정보 서비스,70
주차장정보 검색 서비스,82
공원정보 검색 서비스,52
화장실 정보 서비스,34
체육시설 서비스,99
나라장터 발주계획현황서비스,296
나라장터 가격정보현황서비스,310
공공조달통계정보서비스,342
나라장터 계약과정통합공개서비스,140
나라장터 업종 및 근거법규서비스,25
이뮤지엄 소장품 조회 API 서비스,43
의안 정보 제공 서비스,0
예금자 보호대상 금융상품 조회서비스,25
모범음식점정보,31
농촌 체험 정보,34
휴양마을 정보,34
국제수산물도매시장 경락정보,44
국제수산물도매시장 입하정보,58
국제수산물도매시장 가격정보,60
월드잡플러스 해외진출모집공고 API,0
작업환경측정기관현황API,0
특수건강검진기관 지정현황 API,0
건설업기초교육기관,0
수질 정보,325
자연재해상황 정보 조회 서비스,446
복구비지원내역 정보 제공 서비스,51
무더위 쉼터 현황 정보 서비스,30
요양기관개폐업정보조회서비스,0
병원진료정보조회서비스,0
악취 및 VOCs 정보,13
공동주택 단지 목록제공 서비스,4
공동주택관리비(공용관리비)정보제공서비스,17
공동주택 기본 정보제공 서비스,7
공동주택관리비(장기수선충당금)정보서비스,11
공동주택관리비(개별사용료)정보제공서비스,0
대기질 일평균농도,0
KOICA 조달정보 조회 서비스,75
API_국내 탄광 현황,18
API_국내 탄광별 무연탄 생산 현황,29
API_국내 무연탄 수급현황,28
API_국내 연탄 소비현황,27
통신판매사업자 정보제공 서비스,115
수문정보,0
한국조폐공사 화폐박물관 유물(화폐)정보,0
지자체부채비율,0
예산대비채무비율,0
민자사업재정부담액,0
회계별 지방채 잔액,0
보증채무비율,0
재정자주도[당초],0
재정자주도[최종],0
재정자립도[최종],0
재정자립도[당초],0
통합재정수지비율[최종],0
통합재정수지비율[당초],0
사회복지비중,0
주민1인당세외수입액,0
행정운영경비비중,0
예비비확보율,0
자체수입대인건비비교,0
주민1인당자체수입액,0
의회비비중,0
자체사업비중,0
보조사업비중,0
주민1인당세출예산액,0
주민1인당지방세부담액,0
정책사업비중,0
사회복지비비율,0
행사축제경비비율,0
지방보조금비율,0
연말지출비율,0
공무원인건비비율,0
업무추진비비율,0
맞춤형복지비비율,0
지방의회경비비율,0
기관운영기본경비비율,0
회계별 단체별 세출결산,0
재원별 회계별 세입결산,8
성질별 단체별 세출결산,0
기능별 단체별 세출결산,0
세출결산,0
투자적경비 순계분석,0
성질별 단체별 세입결산,0
교육비특별회계 세입세출결산,8
구조별 기능별 세출결산,0
세입결산,0
채권현재액,0
출자출연금비율,0
지방세 및 세외수입 체납 누계액,0
지방공기업부채비율,0
지방공기업별부채비율,0
중기지방재정계획,8
상근인력 관련경비,8
기능별 재원별 세출예산,0
세출예산,8
기능별 단체별 세출예산,0
구조별 기능별 세출예산,0
교육관련지원 예산현황,8
재원별 단체별 세입예산,8
기능별 회계별 세출예산,0
공무원관련경비,0
지방의회 관련경비,8
물품현재액,0
공유재산현재액,0
행사축제원가 회계정보,8
수의계약비율,0
지방세 비과세 감면율,0
청사신축원가 회계정보,8
복식부기재무현황(부채),0
복식부기재무현황(비용),0
복식부기재무현황(자산),0
복식부기재무현황(수익),0
논문조회서비스,0
특허조회서비스,0
영화 등급분류 조회 서비스,25
생필품가격정보 조회 서비스,47
비디오 등급분류 조회 서비스,24
공연 등급분류 조회 서비스,10
방문판매사업자 정보제공 서비스,105
전화권유판매사업자 정보제공 서비스,106
다단계판매사업자 정보제공 서비스,46
공산품 및 전기용품 안전인증제품 정보,0
TBT 통보문 HS Code 검색,0
TBT 통보문 첨부파일,0
TBT 통보문 검색,0
TBT 통보문 대륙마스터,0
TBT 통보문 대분류 아이템,0
TBT 통보문 나라,0
TBT 통보문 ICS Code 검색,0
TBT 통보문 중분류 아이템,0
현재전력수급현황조회,11
오늘전력수급현황조회,11
전력수급예보조회,9
계통한계가격조회,8
울산광역시 전통시장 API,44
제주 민요 정보,0
제주 방언색인어사전 정보,0
제주 역사인물 정보,0
제주 역사자료 정보,0
제주 삼다문화콘텐츠 정보,0
영도구 공장등록 현황,0
산재병원 의료 현황정보,0
산재재활기관관리정보,13
경기도 수원시 어린이집 정보,22
수원시 청소년복지현황 서비스,0
서귀포시 직영관광지 관람객현황,0
"산정보 서비스(국내 소재 3,368개 설명)",16
산 정보 조회,0
숲에 사는 식물 정보 서비스,16
수원시 공중위생업소집계현황 서비스,0
수원시 모범음식점현황 서비스,0
경기도 수원시 문화관광,78
수원시 문화축제정보,25
경기도 수원시 행사축제,88
수원시 건축물유지점검 정보 서비스,0
수원시 폐쇄말소대장 서비스,0
수원시 건축물대장 서비스,0
수원시 건축인허가 정보 서비스,0
경기도 수원시 공중화장실 정보,26
수원시 공공체육시설현황 서비스,0
양식계 정보제공서비스,37
생활계 물사용량 정보제공서비스,43
산업계 정보제공서비스,75
하천별 통계 서비스,281
기타수질오염원 정보제공서비스,29
축산계 정보제공서비스,35
시도 통계 서비스,434
권역별 통계 서비스,344
생활계 인구현황 정보제공서비스,38
매립계 정보제공서비스,39
환경기초시설 정보제공서비스,191
시군구 통계 서비스,466
유역별 통계 서비스,280
토지계 정보제공서비스,51
서울시 공공서비스예약 조회,0
서울시 대중교통 분실물 보관 목록 현황,0
서울시 대중교통 보관 분실물 검색,0
서울시 대중교통 보관 분실물 사진 정보,0
서울시 도로명 주소 조회 서비스,0
서울시 문화위치정보 명칭 검색,0
서울시 문화위치정보 장르별 검색,0
서울시 문화위치정보 주소 검색,0
서울도서관 소장자료 현황,0
서울시 공원명별 공원 프로그램 조회,0
서울의공원 프로그램명별 공원프로그램 조회,0
서울시 공원ID별 공원 프로그램 조회,0
서울시 공원ID별 공원 정보 조회,0
서울시 주소별 공원정보 조회,0
서울시 프로그램 ID별 공원 프로그램 조회,0
서울의공원 공원명별 공원정보 조회,0
서울의공원 주소별 공원 프로그램 조회,0
음식물쓰레기 배출정보 서비스,0
산불위험예보 서비스,11
어린이집 검색 서비스,55
병원.약국 정보 서비스,67
주택저당채권담보부채권 금리정보,15
주택저당증권 금리정보,15
학자금대출유동화증권 금리정보,15
부산광역시 남구 주유소 현황 조회 서비스,2
부산광역시 남구 동물병원 현황 조회 서비스,2
사업장 정보조회 서비스,37
품목별 수출입실적 서비스,0
공항 주기장정보조회 서비스,20
광주 도시철도 문화행사 정보,0
경상북도 노인전문 간호센터 행사일정 정보,4
경상북도 무인민원기 정보조회,1
경상북도 통계100대 지표 현황 서비스,34
영덕군 개별주택가격 조회,8
영덕군 개별공시지가 조회,8
충청남도 장바구니,0
한국남동발전 석탄회현황 다운로드서비스,4
장애연금심사정보조회서비스,0
발전설비 정비관리 현황,7
협력기업정보,7
석탄폐기물 처리정보,7
GIS건물통합정보조회서비스,0
부동산개발업정보서비스,0
부동산중개업정보서비스,0
병원평가결과정보조회서비스,0
관광지조회서비스,33
KCI 논문 정보 제공,0
대구경북과학기술원 연구과제정보,0
DGIST 학술발표 정보,0
DGIST 저서정보,0
DGIST 논문정보,0
대구경북과학기술원 공개강좌,0
공항 상업시설 임대계약 정보,2
경상북도 대표음식점,2
경주시 즐길거리 정보 조회,2
"경상북도 해수욕장, 섬, 등대 조회",0
경주시 살거리 정보 조회,2
경상북도 음식이야기,0
경상북도내 관광기념품 정보조회,0
경상북도 체험관광 정보조회,0
문경시 문경팔경 정보조회,0
경상북도내 관광(단)지 정보조회,0
문경시 문경체험 정보조회,0
경상북도 도시공원 정보조회,0
경상북도 산촌관광 정보조회,0
경주시 잠자리 정보 조회,0
경상북도내 숙박시설 정보조회,0
경상북도 시군의 월별 주요 축제 정보조회,0
문경시 문경명소 정보조회,0
경상북도내 휴양시설 정보조회,0
경상북도 민박팬션업소 정보조회,4
울릉군 독도 역사민속자료 조회,0
경상북도 추천테마 관광,0
문경시 문경명산 정보조회,0
울릉군 독도박물관 층별 전시물 조회,0
경상북도내 레포츠 정보조회,0
경주시 먹을거리 조회,4
경상북도내 지역특산물 정보조회,0
경상북도내 체험관광 정보조회,0
울릉군 울릉도 및 독도 연표 조회,0
문경시 도요지 정보,0
"경상북도 명산, 국립공원 조회",0
"경상북도내 하천,저수지,늪지,수변경관 정보",0
경상북도내 전통 민속 사찰 정보조회,0
경상북도 문화축제 정보조회,0
소음측정값,17
실시간 공항주차정보서비스,63
환경성과지수조회서비스,30
공동주택가격정보서비스,0
표준지공시지가정보서비스,0
개별공시지가정보서비스,0
개별주택가격정보서비스,0
토지 매매 신고 조회 서비스,0
아파트매매 실거래 상세 자료,34
연립다세대 전월세 자료,0
아파트 전월세 자료,0
단독/다가구 매매 실거래 자료,0
연립다세대 매매 실거래자료,0
단독/다가구 전월세 자료,0
오피스텔 매매 신고 조회 서비스,0
아파트매매 실거래자료,0
오피스텔 전월세 신고 조회 서비스,0
한국과학기술원 공동연구장비 정보 서비스,27
한국과학기술원 학적 정보 서비스,98
한국과학기술원 학술활동 정보 서비스,20
한국과학기술원 국내특허 정보 서비스,32
한국과학기술원 국가RnD수탁과제 정보 서비스,48
한국과학기술원 사료 정보 서비스,18
한국과학기술원 학사 정보 서비스,20
키스콘 건설업체정보 서비스,85
한국과학기술원 입찰공고 정보 서비스,23
통계성지표정보서비스,0
한국과학창의재단 창의체험프로그램 정보,0
서울시 문화행사 기간 검색,0
서울시 문화행사정보 장르별 검색,0
서울시 문화행사정보 명칭 검색,0
서울시 문화행사정보 장소명 검색,0
서울시 도로분진 청소 현황,0
연구과제,0
서울시 돌발 유형 코드 정보,0
서울시 소통 돌발 링크 정보,0
서울시 교통량 지점 정보,0
서울시 교통량 이력 정보,0
서울시 돌발 세부유형 코드 정보,0
서울시 소통 돌발 교통 권역 정보,0
서울시 소통 돌발 도로 정보,0
서울시 소통 돌발 링크 Vertex 정보,0
서울시 소통 돌발 도로별 링크 정보,0
서울시 실시간 도로 소통 정보,0
서울시 실시간 돌발 정보,0
서울시 소통 돌발 도로 분류 정보,0
대구오페라하우스 공연일정,0
대구시민회관_공연정보,0
대구광역시_전시장,0
대구광역시 공연장,0
대구 관광지 정보,18
대구시 돌발 교통정보 조회 서비스,16
대구교통소통정보,11
의료기기 GMP 지정현황 정보서비스,0
식품이력 이력추적번호 정보서비스,0
임상시험 실시기관 정보서비스,0
식품이력 품목유형 정보서비스,0
식품이력 등록현황 정보서비스,0
식품이력 행정정보서비스,0
수입식품 정보서비스,0
의료기기 회수 폐기 정보서비스,0
농업경영체 등록정보 제공,0
전염병발생정보,0
동물질병도감,0
유전자원정보,0
식물검역통계,0
농업용저수지 수위자료,26
농산어촌지역개발공간정보,0
생명자원정보 서비스,148
유기인증수산물(API),0
품질인증수산물(API),0
수입소금검사통계,0
국내소금검사통계,0
부산 대기질 정보 조회,30
부산 대기오염예경보제 등급 조회,11
대기 중금속 정보,12
실내공기질 정보,16
연안정보도 도엽제공 서비스,0
포락지 정보제공 서비스,0
공유수면 점용/사용 정보제공 서비스,53
바닷가 정보제공 서비스,58
대구 우수 숙박시설,0
대구 일반호텔(비즈니스 호텔) 현황,0
대구 테마별 숙박시설,0
항공기상전문,0
대구시 채용시험정보,0
친절음식점 정보,0
대구음식골목,0
대구 맛집,0
대구 사찰음식점,0
부산 도시철도 계약현황 정보,4
개방화장실 정보 조회 서비스,16
회의록 정보제공 서비스,14
부산 도시철도 유실물 현황 정보,7
울산광역시 12경 정보,43
울산광역시 주차장정보 API,47
울산광역시 교통HUB정보 조회 서비스,140
울산광역시 BIS 정보,88
울산광역시 ITS 정보,86
백두대간 서비스,11
백두대간보호구역도 서비스,4
산림교육프로그램 서비스,20
착한가격업소 정보 서비스,49
대전광역시 폐기물 처리통계,42
재해위험지구 현황 정보 서비스,58
영화사정보 Open-API,0
영화인정보 Open-API,0
급경사지 현황 정보 서비스,12
재난상황전파 메시지정보 서비스,0
119안전신고센터 신고접수정보서비스,0
소방항공기 보유현황 정보 조회 서비스,11
소방건축허가동의 정보,0
특정소방대상물 현황 통계 서비스,0
다중이용업소 관리현황 통계 서비스,0
방염성능검사관리 서비스,0
소방시설관리업체 서비스,0
해외지원사업 레지던스 정보,18
해외지원사업 지원금 정보,17
사이버문학광장 원문수록 문학작품 목록,14
사이버문학광장 월간 문장웹진 호당 목차 목,14
사이버문학광장 문학집배원 수록작품 목록,13
건축물미술작품 DB,23
국민안전처 소방시설업 현황 서비스,0
구조활동통계 서비스,0
구급활동통계 서비스,0
국가 위험물 정보 조회 서비스,82
고문헌자료 문헌정보서비스,0
고지도 고지명서비스,8
ODA 사업정보,47
올림픽공원 생태공원 갤러리,0
올림픽공원 장미광장,0
포토 갤러리,0
영동군 문화재정보,0
학자금 대출 통계 OPEN API,0
작목별 영농기술 및 농사기술 정보,0
주간 농업정보 및 품목별 농사정보,0
농산물품종정보,0
작목별농업기술동영상정보,0
품목별농산물소득정보,0
농업용어 검색 및 설명정보,0
(2015) 국방분야 국가자격검정 응시자격기준,0
과수재배변동정보 조회 서비스,104
국악공연정보 조회서비스,40
강좌정보,45
공공시설 현황,54
(2015년 이전) 사이버지식정보방 요금,0
산불발생위치도 서비스,35
임업기술 핸드북,0
산림과학도서관 자료 정보,0
산림연구 과제 및 성과 정보,0
방류수 수질분석결과 OPEN API,84
ODA 연구 정보,11
순천시도로정보,33
징병검사 신체정보 조회,16
거제시 시민자치대학 정보,61
거제시 정보화교육 정보,69
노인복지시설 정보,0
기타복지시설 정보,0
장애인복지시설 정보,0
여성복지시설 정보,0
거제시 교통정보 현황 조회 서비스,130
거제시 도서DB,38
병역일터채용정보 조회서비스,31
아동복지시설 정보,0
경상남도 의령군 여관모텔 현황 API,26
경상남도 의령군 음식점 API,0
경상남도 의령군 의병박물관유물 API,0
경상남도 의령군 문화재 API,0
여비산정표목록조회서비스,8
통지서 배달결과 조회,13
오산시 자전거 도로현황조회 OPENAPI,22
경상남도 의령군 관광명소 현황 API,23
군사특기마스타목록조회서비스,8
구비서류목록조회서비스,8
모병합격배점기준목록조회서비스,8
개별특기배점내역목록조회서비스,8
충북 민원사무편람,0
오산시 숙박정보 조회 OPEN API,0
모집병 지원가능분야 조회,11
사회복무요원 소집계획 조회,13
본인선택공석목록조회서비스,12
인터넷입영원계획목록,15
사회복무요원 복무기관 정보,17
전문/산업지정업체정보목록조회서비스,8
일별 열차운행실적,0
유실물현황,13
문화행사정보,12
충청북도 착한가격업소,0
충청북도 도민교육 정보,0
충청북도 공무원교육 정보,0
감귤박물관 소장전시물,0
감귤박물관 정보,5
경기도 수원시 문화재단 관광안내,13
서귀포시 체육시설 대관현황,20
서귀포시 공공체육시설,0
입찰정보 조회 서비스,49
행복마을 체험프로그램 정보 서비스,0
체험 명소 서비스,0
농림수산식품 생산시스템 R&D 과제정보,0
농림수산식품 자원?환경?생태 R&D 정보,0
농림수산식품 생산·가공 R&D 과제정보,0
농림수산식품 식품·유통 R&D 과제정보,0
농림수산식품 바이오 R&D 과제정보,0
농림수산식품 IBT 융합 R&D 과제정보,0
농림수산식품 문화 R&D 과제정보,0
안동시 수질검사결과 조회,2
장례시설 정보,0
[인천공항] 취항항공사 현황 조회,6
[인천공항] 취항 도시 현황 조회,4
전기차충전소정보 조회 서비스,21
보성맛집 정보 서비스,78
한옥마을숙박정보 검색 서비스,62
무형문화재 검색 서비스,52
지정문화재 검색 서비스,64
CCTV위치검색 서비스,51
평생학습 강좌 정보 서비스,75
동물판매업소 정보 현황,18
유기동물보호소 정보 현황,18
동물병원 정보 현황,18
동물등록제 대행업소 정보 현황,17
동물약국 정보 현황,18
석면해체일정 서비스,48
농기계 수리업소 현황,19
영도구 가스 판매업소 현황,2
영도구 관광정보,0
영도구 숙박점 현황,0
영도구 음식점 현황,5
영도구 교육기관 현황,2
영도구 의료기관 현황,6
영도구 약국 현황,10
전력용어서비스,39
정비사업 추진현황,56
계약종별별 전력사용현황 서비스,50
용도업종별 전력사용현황 서비스,50
영도구 체육시설 현황,3
버스노선정보,3
영도구 택시 현황,0
영도구 공영주차장 현황,5
강원도 관광지 정보서비스,4
한국과학기술원 소장자료 정보 서비스,16
강원도 축제/행사정보 제공서비스,0
안동시 제조업체현황 조회,2
안동시 에너지공급업체현황 조회,5
울산광역시 상수도수질검사 월별현황,149
울산광역시 일일상수도 수질검사 API,22
영도구 환경관련 인허가 업소 현황,0
영도구 장기요양기관 현황,0
영도구 경로당 현황,0
평생학습포털 에버러닝 강좌정보,52
영도구 보육기관 현황,1
공공시설물 안전등급 및 점검계획일 조회,41
광종별 요약정보,0
세부시설물(건축물) 현황조회,14
국가별 광업법령,0
부두별 선박접안 통계,10
월별 선박입출항 통계,14
선박톤급별 입항선박 통계,6
특정국가선박종류별 입출항 통계,8
외항 및 지역별 선박입출항 통계,7
컨테이너 수송 실적통계,8
월별 화물 수송 통계,9
국가별 화물 수송  통계,7
월별 컨테이너 수송 실적통계,22
국가별 컨테이너 물동량 통계,8
부두별 컨테이너 통계,13
품목별 화물 수송 통계,8
부두별 화물 수송 통계,10
수출입화물 지역별 화물 수송 통계,8
광물가격 예측 서비스,0
주차장정보,0
나라장터 사용자정보서비스,109
나라장터 종합쇼핑몰 품목정보 서비스,290
열판매량 조회 서비스,19
전기판매량 조회 서비스,16
공동주택 사업승인 및 착공현황,0
공동주택현황,13
공연행사정보,33
공연정보,19
김천시 체육대회 현황 정보 제공,9
광종별 처리절차,32
광종별 국내부존 및 제련현황,32
부산시설공단 영락공원 장사정보 서비스,0
시민회관공연상세정보,10
시민회관공연정보조회서비스,8
부산 한마음스포츠센터 프로그램 조회,13
부산시설공단 공영주차장 실시간 주차현황,17
부산시설공단 공원시설 정보 서비스,0
산림청 산불통계 서비스,0
성남시 판교 조명시설 현황,19
경제림육성단지구역도 서비스,15
성남시 평생교육기관 현황,14
장기요양기관 시설별 상세조회 서비스,11
의사소견서교육이수의료기관검색서비스,1
장기요양기관 검색 서비스,2
35명산 등산로 API,0
광주 도시철도 운행정보,0
명산등산로 서비스,27
전통마을숲위치도 서비스,14
휴양림고시구역도 서비스,9
산림사업법인 정보 서비스,10
보훈관서 채용정보,0
[일모아] 참여자 모집 상세정보,0
[일모아]참여기관지원금 정보,0
발전실적 조회 서비스,13
대기오염물질 배출농도 조회서비스,10
발전소 주변 기상정보 조회 서비스,10
발전소 주변 대기질정보 조회 서비스,9
연료도입실적 조회 서비스,8
연료소비실적 조회 서비스,30
처방정보 서비스,14
유사처방정보 서비스,0
사회적기업정보,12
u 보금자리론 만기별 금리현황,8
한국주택금융공사 지사정보,0
주택보증 보증한도조회 서비스,11
공원정보조회,0
지역별 성범죄자 통계,0
아동복지시설현황,21
복지시설현황 조회,0
오산시 주유소정보 조회,20
독립유공자 공적조서 정보,0
독립운동관련 자료집 목차,0
광명시 민방위 대피시설,0
공중화장실 현황,0
대구 약령시 한방업소 조회서비스,0
중앙부처 복지서비스,0
기술성과정보 조회 서비스,11
도서정보 조회 서비스,11
호수 명소 서비스,56
해변 명소 서비스,56
강 명소 정보 서비스,56
해안 명소 서비스,56
섬 명소 정보 서비스,56
수질정보 조회 서비스,0
