파일명,필드수
문화유통업위치좌표CSV,7
문화유통업현황,3
문화재+수리업+등록+현황(2014),6
문화재+통계(1990~2011),17
문화재+현황,5
문화재_20160524105944,16
문화재수리업현황(2016),4
문화재위치좌표CSV,11
문화재현황,5
문화체육관광부+국립국악원_공연행사정보_20160803,24
문화체육관광부+국립국악원_공연행사정보_20160902,24
물가동향(10월4째주),8
물가동향(11월4째주),8
물가동향(12월4째주),8
물가동향(2015.1월4째주),8
물가동향(8월4째주),8
물가동향(9월4째주),8
물가정보,17
물류+및+에이전트+정보(2014년+12월+기준),12
물류+및+에이전트+정보(2015년),13
물류창고업+등록현황(20140515),22
물류창고업+등록현황,18
물류창고업위치좌표CSV,20
물류창고업현황(2014.12월기준),16
물성정보제공+독성가스목록(2014년),4
물성정보제공+일반가스목록(2014년),3
물품(계약요청+및+진행현황)_201501_201503,6
물품(계약요청+및+진행현황)_201504_201506,6
물품(계약요청+및+진행현황)_201507_201509,6
물품(계약요청+및+진행현황)_201601_201603,6
물품(계약요청+및+진행현황)_201604_201606,6
물품(계약요청_및_진행현황)-2014년전체,6
물품(계약현황)-2010년전체,8
물품(계약현황)-2011년전체,8
물품(계약현황)-2012년전체,8
물품(계약현황)-2013년전체,8
물품(계약현황)-2014년전체,8
물품(계약현황)_201501_201503,8
물품(계약현황)_201504_201506,8
물품(계약현황)_201507_201509,8
물품(계약현황)_201510_201512,8
물품(계약현황)_201607_201609,8
물품(낙찰결과)-2014년전체,11
물품(낙찰결과)_201501_201503,11
물품(낙찰결과)_201504_201506,11
물품(낙찰결과)_201507_201509,11
물품(낙찰결과)_201510_201512,11
물품(낙찰결과)_201601_201603,11
물품(낙찰결과)_201607_201609,11
물품(발주계획+DB)_2014년전체,13
물품(발주계획+DB)_201504_201506,13
물품(발주계획+DB)_201507_201509,13
물품(발주계획+DB)_201510_201512,13
물품(발주계획+DB)_201601_201603,13
물품(발주계획+DB)_201604_201606,13
물품(발주계획+DB)_201607_201609,13
물품(사전규격공개)_2014전체,12
물품(사전규격공개)_201501_201503,12
물품(사전규격공개)_201504_201506,12
물품(사전규격공개)_201507_201509,12
물품(사전규격공개)_201601_201603,17
물품(사전규격공개)_201604_201606,17
물품(사전규격공개)_201607_201609,17
물품(입찰공고현황)_2014전체,18
물품(입찰공고현황)_201501_201503,18
물품(입찰공고현황)_201504_201506,18
물품(입찰공고현황)_201507_201509,18
물품(입찰공고현황)_201601_201603,18
물품(입찰공고현황)_201607_201609,18
물품정보_데이터셋_항목설명,6
미곡_2013,4
미곡종합처리장(RPC)+현황(2014.11월현재),7
미분양+공통주택현황,9
미생물,3
미생물배양보급현황,3
미술관+현황,7
미술관옆캠핑장+운영현황,11
미용실현황(공공데이터),6
미용업(피부포함)+현황_141231기준,15
미용업+현황(2014),7
미용업+현황(2015-07-14),4
미용업+현황(6.30현재),5
미용업+현황(영천시+2015년5월),5
미용업+현황+1,5
미용업+현황_20150630+기준,5
미용업_현황_140531기준,14
미용업_현황_수정,4
미용업소+현황...,5
미용업일반(2013.12.16.),6
미용업일반(2015.03.11.),6
미용업피부(2013.12.16.),6
미용업현현황(공공데이터),5
미용업현황(2015년06월기준),6
미용업현황,5
미용업현황_태안군,5
미합중국을+원산지로+하는+수입물품에+적용할+FTA+협정관세율,21
민간(계약현황)_201501_201503,6
민간(계약현황)_201504_201506,6
민간(계약현황)_201507_201509,6
민간(계약현황)_201601_201603,6
민간(계약현황)_201604_201606,6
민간(계약현황)_201607_201609,6
민간(입찰공고현황)_2014년전체,11
민간(입찰공고현황)_201501_201503,11
민간(입찰공고현황)_201507_201509,11
민간(입찰공고현황)_201604_201606,11
민간위탁사업+수행기관+현황+정보(2016년+기준),9
민간자율개방화장실+현황_141231기준,10
민간자율개방화장실+현황_20140531기준,8
민간지자체종자의+보증검사,9
민물낚시터+정보_141125,6
민방위+경보시설+현황_141231기준,10
민방위+급수시설+현황(2013.1),13
민방위+급수시설+현황_141231기준,12
민방위+대피시설+현황(2014.6),7
민방위+대피시설+현황_141231기준,12
민방위+비상+대피소현황(15.+10월),9
민방위+비상급수시설+현황(2015.+10),8
민방위대피시설위치좌표CSV,10
민영노외주차장+현황(2014),6
민원_서비스_불만족_이유_2012,9
민원서비스_경험_유무_2012,4
바다낚시터+정보_20141125,7
바다숲+조정+현황,7
박물관+현황(2015.11.),4
박물관+현황,6
박물관_20160524110008,43
박사학위+취득장소별+분포(2010년),4
박사학위자의+전공별+최종학위+대륙별+분포(국외학위+취득자)(2007년),9
박사학위자의+전공별+취득장소+분포(2007년),7
박제업+등록현황,5
받고_싶은_노인복지_서비스_2순위__2012,10
발생+및+검거+현황,5
발전기별+발전량+통계(2015년기준),10
발전소실적DB+통계_2014,12
발전용수+생산+및+사용량(2015)+(1),9
발전용천연가스요금(2008~2015),15
발전전력량+추이(2016),20
발전현황_20161005090707,6
방과후돌봄+서비스+현황(2014.5),10
방문건강관리사업_실적_2014,11
방문건강관리사업실적_20160524134712,14
방문판매업현황(2014.1분기),7
방범용+CCTV+설치현황,7
방범용+CCTV+운영현황(2012.02.),7
방범용+CCTV+운영현황(2013.04.),9
방범용+CCTV+운영현황(2014.02.),8
방법용CCTV현황(2014.5월),18
방송사+통계(1994~2012),21
방송산업+매체별+광고매출액+현황(1999년-2014년),17
방송수신환경(DMB)+측정데이터_2012년,13
방위사업+용어사전,8
방재물자및응급복구장비1,16
방조제,24
방치선박+지원+및+정리+실적+및+통계,7
방치선박정리+실적+현황,4
방카슈랑스정보('16.12.1),5
배수지현황(2015년),12
배전+고압부하관리+관련+회선정보(2016),11
배전+고압부하정보(2016.12)_v2,11
배전+자재품목+현황(2016),8
배전+정전통계종합+정보(2014-2015),4
배전분야+교육기관+정보(2016),4
배전설비+진단실적통계(2015),34
배전지하시설물+위치+및+기준점+현황(16년도+현재),20
배출가스대상지역정보(2016년06월기준),6
배출시설,4
배합사료생산_2013,3
백두산+총서+지질편,6
버스+일평균+운행거리(15년),4
버스+평균+운행속도(14년),4
버스+평균+운행속도(15년),4
버스+평균+운행시간(14년),4
버스전용차로+운영구간,6
버스차고지현황(14년),5
버스터미널_2012년,8
버스터미널현황(13년),4
범죄발생부터+인지까지의+기간,14
범죄발생요일,9
범죄발생장소,37
범죄발생지,3
범죄부터+검거까지의+기간,12
범죄의+검거단서,25
범죄의+공범수와+범행도구,10
범죄의+수사단서,5
범죄의공범수,9
범죄자+공범관계,5
범죄자+교육정도,11
"범죄자+구속,불구속",4
범죄자+국적,4
범죄자+마약류+등+상용여부,7
범죄자+범죄후+은신처,13
범죄자+범행동기,13
범죄자+범행시+연령+및+성별,4
범죄자+범행시+정신상태,4
범죄자+생활환경,7
범죄자+송치의견,9
범죄자+자백여부,4
범죄자+직업,3
법정감염병_발생_및_사망_20160524134734,71
법정전염병_발생_및_사망_2005,4
베스트+도서대출100선(구암도서관),6
베스트+도서대출100선(구즉도서관),6
베스트+도서대출100선(노은도서관),6
베스트+도서대출100선(유성도서관),6
벤처기업집적시설+현황(2016),11
병.의원현황,5
병·의원+현황,4
병·의원+현황_2014,4
병상별+입원환자+통계(2014년),3
병상별+입원환자통계(2015년도),13
병상별+입원환자통계정보(2013년),3
병상정보-광주보훈병원,20
병상정보-대구보훈병원,30
병상정보-대전보훈병원,30
병상정보-부산보훈병원,27
병상정보-중앙보훈병원,14
병역감면현황,10
병원,11
병원현황,5
병의원+및+요양병원+병상소유현황(2015년06월3일),5
병의원현황_140531기준,11
병의원현황_141231기준,12
병해충_발생_및_방제상황_20160524142530,23
보건관리전문기관현황('16.6.),5
보건교육실적_가._건강생활실천교육__20160524134756,12
보건단체현황,6
보건복지부_+보건복지분야+업종별+종사자수(2010-2014)_20151231,6
보건복지부_가정양육수당+지급+아동수(2014)_20151231,15
보건복지부_노숙인생활시설수및생활인원현황(2005-2014년),11
보건복지부_보건복지분야+종사자수-종사상지위+등(2010-2014),7
"보건복지부_사회복지관수-유형별,+시도별(2004-2014)",5
보건복지부_사회복지자원봉사+현황-시도별(2004-2014),6
보건복지부_암+발생률(2012),6
보건복지부_영유아보육료+지급+아동수(2014)_20151231,13
보건복지부_장애인연금+수급자+현황(2014)_20151231,5
보건복지부_한방+외래+입원+진료+이용률(2014)_20151231,5
보건소+및+보건지소,5
보건소+현황,10
보건소_구강보건사업실적_2014,11
보건소_구강보건사업실적_20160524135416,11
보건소_인력_20160524135442,26
보건지소+현황_2014,5
보건지소_및_보건진료소_인력_20160524135639,19
보건진료소+현황_2014,5
보건환경검사실적_20160524153920,15
보리매입실적_2011,10
보상통계(사업별급여별지급현황)_2012년말(CSV파일형식),10
보세구역+현황_2014.6.20+기준,6
보세구역_현황(2015.5월),10
보세구역현황_2016.5월+기준_,11
보세운송업자+등록+현황(2015.5월),6
보세운송업자+등록+현황_2014.6.20+기준,6
보세운송업자+현황_2016.5월+현재_1,6
보안등+현황_2015년(서대문구),13
보유특허목록_국내(94~2014),11
보유특허목록_국외(94~2014),11
보육시설_2014,13
보육시설_20160524135700,17
"보증기업의주요재무비율(2012년,생산성비율,건설업)",4
"보증기업의주요재무비율(2012년,생산성비율,도소매업서비스업)",4
"보증기업의주요재무비율(2012년,생산성비율,제조업)",3
"보증기업의주요재무비율(2012년,성장성비율,건설업)",4
"보증기업의주요재무비율(2012년,성장성비율,도소매업,서비스업)",4
"보증기업의주요재무비율(2012년,성장성비율,제조업)",3
"보증기업의주요재무비율(2012년,수익성비율,건설업)",4
"보증기업의주요재무비율(2012년,수익성비율,도소매업,서비스업)",4
"보증기업의주요재무비율(2012년,수익성비율,제조업)",3
"보증기업의주요재무비율(2012년,안정성비율,건설업)",4
보증료구성비중(16.11),5
보증료구성비중(16.4),5
보증료구성비중(16.7),5
보증료구성비중(16.8),5
보증료구성비중(16.9),5
보증료구성비중,5
보증승인현황(15년2월말+기준),15
보증승인현황,14
보증승인현황_(15년말+기준),4
"보증이용기업의++금융비용부담율,+부채비율등+중요비율+정보(2010~2012년)",5
보증이용기업의+업종별+주요+재무비율(2010~2012),5
보증이용기업의+업종별+주요+재무비율(2011~2013),8
보증종류별+보증지원+현황(2011~2013년도),9
보증종류별+보증지원+현황(2012년~2014년),4
보증종류별+현황(2005~2014.11),11
보증종류별+현황(2005~2015.10),12
보험사무대행기관현황(2014년1월현재)(CSV파일형식),4
보험사무대행기관현황(2015년3월),4
보훈+연구+논문+DB,16
보훈공단+보훈병원+재활체육현황,9
보훈단체+현황,6
보훈병원+암+등록환자통계-광주보훈병원(2014),14
보훈병원+암+등록환자통계-대구보훈병원(2014),14
보훈병원+암+등록환자통계-대전보훈병원(2014),14
보훈병원+암+등록환자통계-부산보훈병원(2014),14
보훈병원+암+등록환자통계-부산보훈병원,14
보훈병원+암+등록환자통계-중앙보훈병원(2014),14
보훈병원+암+등록환자통계-중앙보훈병원,14
복무기관+선발제한질병+자료,7
복지시책_지원분야_2012,5
복지여성_생활보장_지역자활센터,6
복지용구+공급업체+정보_2016.6월,6
복지용구+품목별+사용인원(2016년3분기),28
복지용구+품목별+이용현황(2016년1분기),15
복지용구+품목별+이용현황(2016년2분기),15
복지용구+품목별+제품안내_2016.6월+기준,9
본사_및_사업소_MSDS_목록,7
"봉은,포이테니스장+프로그램+정보(2016년)",7
부동산개발업+등록현황(2016년6월말),6
부동산공매목록(2014년1회),10
부동산공매물건목록(2015년1회)-공공데이터,17
부동산공매물건목록(2015년2회)-공공데이터,16
부동산공매물건목록(2015년3회)-공공데이터,16
부동산공매물건목록(2015년4회)-공공데이터,16
부동산공매물건목록(2015년6회)-공공데이터,16
부동산공매물건목록(2016년2회)-공공데이터,16
부동산공매물건목록(2016년3회)-공공데이터,16
부동산공매물건목록(2016년5회)-공공데이터,16
부동산유휴토지목록_20150901_석공[1],6
부동산중개사무소+등록현황(14.12.12기준),6
부동산중개사무소폐업현황,6
부동산중개업소+등록현황(2014년도+하반기),5
부동산중개업소+정보(2016년+3월+기준),6
부동산중개업소+폐업현황(2014년도+하반기),4
부동산중개업소+현황_140531기준,9
부동산중개업소+현황_150211기준,10
부동산중개업소현황(2015년7월기준),8
부동산펀드현황(16.03),4
부동산펀드현황(16.05),4
부동산펀드현황(16.06)완료,4
부동산펀드현황(16.3분기),4
부동산펀드현황(201503),3
부동산펀드현황,3
부동중개업소+현황(강원도_2014년6월),8
부랑인시설_20160524135719,17
부보금융기관+예금동향(13.06월),6
부보금융기관+예금동향(13.09월),6
부보금융기관+예금동향(13.12월),6
부보금융기관+예금동향(14.12월)_공공데이터포탈,7
부보금융기관+예금동향(14.3월)_공공데이터포탈,6
부보금융기관+예금동향(14.6월)_공공데이터포탈,7
부보금융기관+예금동향(14.9월)_공공데이터포탈,7
부보대상+금융기관+정보(16.3월)_공공데이터포털,7
부보대상+금융회사(14.12월말+기준),7
부보대상+금융회사+공공데이터(14.9월말+기준),7
부보대상_금융회사_공공데이터('14.3월말+기준),7
부보대상_금융회사_공공데이터('14.6월말+기준),7
부보대상_금융회사_공공데이터('15.3월말+기준),7
부보대상_금융회사_공공데이터(13.10.31+기준),7
부산경남연수원(2016),17
부산과역시+해운대구_집단급식소현황_20161130,4
부산광역시+강서구+개별주택가격(2016),10
부산광역시+강서구+병의원+현황(2016.11.25일+기준),4
부산광역시+강서구+음식점+현황(2015.11),5
부산광역시+강서구_CCTV_20160726,13
부산광역시+강서구_가로수+현황20160317,6
부산광역시+강서구_공공시설개방정보_20161017,26
부산광역시+강서구_공중화장실_20150831,21
부산광역시+강서구_금연구역_20160930,15
부산광역시+강서구_농약판매소_20160630,5
부산광역시+강서구_무료와이파이_20150902,15
부산광역시+강서구_무인민원발급정보_20160425,11
부산광역시+강서구_문화축제_20160725,16
부산광역시+강서구_문화축제_20170427,16
부산광역시+강서구_민방위경보시설+현황_20161229,3
부산광역시+강서구_민방위비상급수시설+현황_20161128,8
부산광역시+강서구_민방위비상대피시설+현황_20170111,6
부산광역시+강서구_세차장_20161020,18
부산광역시+강서구_수산물가공업(20170620),3
부산광역시+강서구_어린이보호구역_20150924,12
부산광역시+강서구_어린이보호구역_20160322,12
부산광역시+강서구_어린이보호구역_20160829,12
부산광역시+강서구_어린이보호구역_20161125,12
부산광역시+강서구_옥외광고물현황_20160721,18
부산광역시+강서구_의료기기관련업체현황201601124,4
부산광역시+강서구_자동차정비업체_20160829,5
부산광역시+강서구_자전거도로현황_20170620,7
부산광역시+강서구_전통사찰현황_20160728,11
부산광역시+강서구_주차장정보_20150731,31
부산광역시+강서구_주차장정보_20160418,31
부산광역시+강서구_주차장정보_20160802,31
부산광역시+강서구_주차장정보_20161129,31
부산광역시+교통사고+발생+현황(2007년~2015년),4
부산광역시+금정구+건축허가현황_201511월,13
부산광역시+금정구+국민운동단체현황_20160720,5
부산광역시+금정구+노래연습장업+현황_20150331,3
부산광역시+금정구+체육시설업+현황(20160430),4
부산광역시+금정구+체육시설업+현황_20151026,3
부산광역시+금정구+출판사+현황_20160720,4
"부산광역시+금정구+출판사,인쇄소+현황_20160414",3
부산광역시+금정구_CCTV_20150901,13
부산광역시+금정구_CCTV_20160420,13
부산광역시+금정구_건축허가현황_20160331,16
부산광역시+금정구_공공시설개방정보_20150901,26
부산광역시+금정구_공연행사정보_20160331,24
부산광역시+금정구_관광안내소_20161018,24
부산광역시+금정구_도시공원정보_20160615,17
부산광역시+금정구_무료급식소_20160809,14
부산광역시+금정구_무료와이파이_20161031,15
부산광역시+금정구_사회적기업_20150901,12
부산광역시+금정구_세차장_20160922,18
부산광역시+금정구_어린이보호구역_20160928,12
부산광역시+금정구_어린이집_20160430,15
부산광역시+금정구_주차장정보_20150831,31
부산광역시+금정구_주차장정보_20160923,31
부산광역시+기장군+신고시설업+현황_20160616,3
부산광역시+기장군+유치원현황+(2016.3.28),6
부산광역시+기장군_CCTV_20160730,13
부산광역시+기장군_CCTV_20161230,13
부산광역시+기장군_공공시설개방정보_20161014,26
부산광역시+기장군_공중화장실_20150831,21
부산광역시+기장군_공중화장실_20160422,21
부산광역시+기장군_공중화장실_20160615,21
부산광역시+기장군_금연구역_20160925,15
부산광역시+기장군_도시공원정보_20150509,17
부산광역시+기장군_도시공원정보_20150924,17
부산광역시+기장군_무료급식소_20160422,14
부산광역시+기장군_무인민원+발급정보_20161228(1),11
부산광역시+기장군_문화축제_20160331,16
부산광역시+기장군_민박펜션업소_20160824,14
부산광역시+기장군_보호수_20161019,23
부산광역시+기장군_사회적기업_20160727,12
부산광역시+기장군_어린이보호구역_20150931,12
부산광역시+기장군_전통시장_20160928,16
부산광역시+기장군_주차장정보_20150924,31
부산광역시+남구+건축신고현황조회(2016년4월),24
부산광역시+남구+건축착공신고현황(2016년6월),21
부산광역시+남구+건축허가현황조회(2016년4월),27
부산광역시+남구+공연장현황_2016년,3
부산광역시+남구+공유재산_20160113,6
부산광역시+남구+먹는물공동시설(약수터)+수질검사+결과(2016년+6월),9
부산광역시+남구+민방위비상급수시설+수질검사+결과(2016년+1분기),14
부산광역시+남구+민방위비상급수시설+수질검사+결과+및+조치사항(2016년4분기),13
부산광역시+남구+민방위비상급수시설+수질검사결과+및+조치사항(2016년2분기),12
"부산광역시+남구+인구현황(2016,+5월말)",11
부산광역시+남구+인구현황(2016.7월말),11
부산광역시+남구+인구현황(2016년+10월말),11
부산광역시+남구+인구현황(2016년+11월말),11
부산광역시+남구+인구현황(2016년+6월말),11
부산광역시+남구+착공신고허가현황(2016.7월),32
부산광역시+남구+착공신고허가현황(2016.8월),24
부산광역시+남구+착공신고허가현황(2016.9월),25
부산광역시+남구+착공신고허가현황(2016년10월),23
부산광역시+남구+착공신고현황(2016.8월),31
부산광역시+남구+착공신고현황(2016년10월),25
부산광역시+남구_CCTV_20150820,13
부산광역시+남구_CCTV_20160901,13
부산광역시+남구_공공시설개방정보_20150831,26
부산광역시+남구_공공시설개방정보_20160531,26
부산광역시+남구_공연행사정보_20160721,24
부산광역시+남구_공중화장실_20150813,21
부산광역시+남구_공중화장실_20160530,21
부산광역시+남구_관광안내소_20150818,24
부산광역시+남구_도서관_20150831,22
부산광역시+남구_도서관_20160831,22
부산광역시+남구_도시공원정보_20150813,17
부산광역시+남구_먹는물공동시설(약수터)+수질검사+결과_20160331,9
부산광역시+남구_무더위쉼터_20160731,20
부산광역시+남구_무료급식소_20150813,14
부산광역시+남구_무료급식소_20160531,14
부산광역시+남구_무료와이파이_20150824,15
부산광역시+남구_무료와이파이_20160531,15
부산광역시+남구_무인민원발급정보_20150820,11
부산광역시+남구_무인민원발급정보_20160901,11
부산광역시+남구_문화축제_20150813,16
부산광역시+남구_문화축제_20160523,16
부산광역시+남구_문화축제_20160831,16
부산광역시+남구_민박펜션업소_20160711,14
부산광역시+남구_박물관미술관정보_20160831,24
부산광역시+남구_보안등정보_20160901,11
부산광역시+남구_사회적기업_20150813,12
부산광역시+남구_세차장_20160527,18
부산광역시+남구_어린이보호구역_20150813,12
부산광역시+남구_어린이보호구역_20160530,12
부산광역시+남구_어린이집_20150818,15
부산광역시+남구_어린이집_20160602,15
부산광역시+남구_어린이집_20160908,15
부산광역시+남구_인구현황(2016년+9월말),11
부산광역시+남구_전통시장_20150813,16
부산광역시+동구+개별주택가격_20151231기준,7
부산광역시+동구+게시대현황_20151231기준,6
부산광역시+동구+공장등록현황_20151231기준,6
부산광역시+동구+문화유통업현황+_20151231기준,4
부산광역시+동구+정기간행물현황_20151231기준,13
부산광역시+동구_공연행사정보_20160923,24
부산광역시+동래구_CCTV_20160930,13
부산광역시+동래구_도서관_20160930,22
부산광역시+동래구_무료급식소_20160930,14
부산광역시+동래구_문화축제_20160516,16
부산광역시+동래구_민박펜션업소_20160930,14
부산광역시+동래구_보호수_20160930,23
부산광역시+동래구_사회적기업_20160930,12
부산광역시+동래구_세차장_20160930,18
부산광역시+동래구_어린이보호구역_20160930,12
부산광역시+동래구_전통시장_20160930,16
부산광역시+동래구_주차장정보_20160919,31
부산광역시+동래구_평생학습강좌_20160919,25
부산광역시+부산진구+쓰레기종량제봉투+판매업소_20160401,8
부산광역시+부산진구+약수터수질검사결과_20160331,13
부산광역시+부산진구+착공신고허가현황_20160428,15
부산광역시+부산진구_가로등정보_20161101,7
부산광역시+부산진구_개별공시지가_2010년,6
부산광역시+부산진구_개별공시지가_2011년,6
부산광역시+부산진구_개별공시지가_2012년,6
부산광역시+부산진구_개별공시지가_2013년,6
부산광역시+부산진구_개별공시지가_2014년,6
부산광역시+부산진구_공공시설개방정보_20160401,26
부산광역시+부산진구_공연행사정보_20160406,24
부산광역시+부산진구_공중화장실_20160401,21
부산광역시+부산진구_관광안내소_20160812,24
부산광역시+부산진구_금연구역_20160414,15
부산광역시+부산진구_길관광정보_20161031,14
부산광역시+부산진구_동물보호소현황_20161116,5
부산광역시+부산진구_마을기업_20160907,20
부산광역시+부산진구_무더위쉼터_20160401,20
부산광역시+부산진구_민박펜션업소_20161031,14
부산광역시+부산진구_보안등정보_20160831,11
부산광역시+부산진구_생활체육프로그램정보_20160101,17
부산광역시+부산진구_세차장_20160430,18
부산광역시+부산진구_어린이보호구역_20160526,12
부산광역시+부산진구_자전거보관소_20160901,15
부산광역시+부산진구_재해위험지구_20160824,20
부산광역시+부산진구_전기차충전소_20160812,19
부산광역시+부산진구_전통시장_20160415,16
부산광역시+부산진구_주차장정보_20160401,31
부산광역시+부산진구_지역특화거리_20160831,12
부산광역시+부산진구_지정약수터정보_20160831,13
부산광역시+부산진구_착한가격업소_20151201,5
부산광역시+부산진구_평생학습강좌_20161001,25
부산광역시+북구+-+석면해체제거+작업+현황(2016.6월),9
부산광역시+북구+PC방등록현황(2016년12월),3
부산광역시+북구+대기+소음배출시설현황_2016년9월기준,7
부산광역시+북구+체육시설현황_20160930,3
부산광역시+북구+휘발성유기화합물배출시설현황_2016년9월기준,5
부산광역시+북구_가로등현황_20161101,4
부산광역시+북구_공공시설개방정보_20161028,26
부산광역시+북구_무더위쉼터_20160930,20
부산광역시+북구_세차장_20160921,18
부산광역시+북구_외국인도시+민박업+현황_20150925,14
부산광역시+북구_자원봉사시설정보_20150901,4
부산광역시+북구_주차장정보_20160930,31
부산광역시+북구_지진재난+이재민수용시설현황(20170515),8
부산광역시+서구_어선현황_20170501,4
부산광역시+서구_자전거도로_20170430,4
부산광역시+서구_장례식장_20170426,13
부산광역시+수영구_2.3월+착공신고+허가+현황_20160428,11
부산광역시+수영구_2016년+2월+수영구인구현황_20160301,11
부산광역시+수영구_CCTV_20160801,13
부산광역시+수영구_LPG판매업소현황_20160301,5
부산광역시+수영구_가로등+현황_20160301,5
부산광역시+수영구_공공시설개방정보_20160901,26
부산광역시+수영구_공연행사정보_20160801,24
부산광역시+수영구_공중화장실_20160901,21
부산광역시+수영구_관광안내소_20160912,24
부산광역시+수영구_구민정보화교육+일정_20160312,6
부산광역시+수영구_금연구역_20160919,15
부산광역시+수영구_기업체(공장등록)현황_20160425,5
부산광역시+수영구_노래연습장업+등록현황_20160309,5
부산광역시+수영구_노인복지시설_20160425,13
부산광역시+수영구_도서관_20160901,22
부산광역시+수영구_독서의달+행사_20160420,5
부산광역시+수영구_동민자율게시판+현황_20160418,5
부산광역시+수영구_무인민원발급정보_20160301,11
부산광역시+수영구_무인민원발급정보_20160901,11
부산광역시+수영구_문화축제_20160919,16
부산광역시+수영구_민박펜션업소_20160801,14
부산광역시+수영구_사회적기업_20160919,12
부산광역시+수영구_소독업소현황_20160101,3
부산광역시+수영구_쓰레기종량제+봉투판매소+현황_20160114,5
부산광역시+수영구_약국현황_20160101,4
부산광역시+수영구_어린이보호구역_20160901,12
부산광역시+수영구_어린이집_20160801,15
부산광역시+수영구_여행업+등록현황_20160309,6
부산광역시+수영구_옥외광고물+현황_20160522,24
부산광역시+수영구_의료기관+현황_20160101,6
부산광역시+수영구_의료기기판매업소+현황_20160101,4
부산광역시+수영구_자동차관리사업체현황_20160318,5
부산광역시+수영구_장례식장+현황_20160317,18
부산광역시+수영구_장애인복지시설+현황_20160101,6
부산광역시+수영구_재활용센터+현황_20160311,8
부산광역시+수영구_전문건설업+현황_20160301,10
부산광역시+수영구_전통시장_20160901,16
부산광역시+수영구_주민자치센터+현황_20160301,5
부산광역시+수영구_주요건설공사+현황_20160320,5
부산광역시+수영구_주차장정보_20150630,31
부산광역시+수영구_주차장정보_20160530,31
부산광역시+수영구_착한가격업소_20160425,5
부산광역시+수영구_청소관련시설현황_20160418,5
부산광역시+수영구_치과기공소+현황_20160101,3
부산광역시+연제구+주민등록인구현황+20161130,19
부산광역시+연제구_CCTV_20160818,13
부산광역시+연제구_건설공사현황_20160530,3
부산광역시+연제구_공연행사정보_20160818,24
부산광역시+연제구_노래연습장현황_20160530,3
부산광역시+연제구_노인복지시설현황_20160422,5
부산광역시+연제구_도서관_20161130,22
부산광역시+연제구_마을기업_20160909,20
부산광역시+연제구_무더위쉼터_20160901,20
부산광역시+연제구_민박펜션업소_20160818,14
부산광역시+연제구_보안등정보_20160908,11
부산광역시+연제구_부동산중개업현황_20160422,6
부산광역시+연제구_부동산중개업현황_20161227,6
부산광역시+연제구_세차장_20160901,18
부산광역시+연제구_숙박업+현황_20160530,3
부산광역시+연제구_약업소+현황_20160422,3
부산광역시+연제구_어린이+활동공간+관리대상+현황_20160422,3
부산광역시+연제구_어린이집_20160818,15
부산광역시+연제구_의료기관+현황_20160422,4
부산광역시+연제구_종량제+규격봉투+판매소+현황_20160530,3
부산광역시+연제구_주민등록인구현황_20160422,19
부산광역시+연제구_주민소환투표청구권자총수및서명인수_20160422,4
부산광역시+연제구_지역+물가정보_20160422,6
부산광역시+연제구_평생학습강좌_20160530,25
부산광역시+연제구_평생학습강좌_20161004,25
부산광역시+영도구+2016년+1월+1일기준+개별주택가격+목록,7
부산광역시+영도구+관내공동주택현황(2016년),18
부산광역시+영도구+기념비+현황(2016년),7
부산광역시+영도구+노인복지관+프로그램+현황(2016년),6
부산광역시+영도구+마을버스+노선현황(2016년),11
부산광역시+영도구+민방위+비상급수시설+수질검사+결과(2016년),9
부산광역시+영도구+숙박업소(2016년),5
부산광역시+영도구+자동차정비업현황(2016년),5
부산광역시+영도구+장기요양기관현황(2016년),7
부산광역시+영도구+장애인재활시설+현황(2016년),8
부산광역시+영도구+전통사찰+정보(2016년),5
부산광역시+영도구+청소년수련시설(2016년),39
부산광역시+영도구+택시업체현황(2016년),6
부산광역시+영도구+특수의료장비+설치+및+운영현황(2016년),7
부산광역시+영도구+푸드뱅크+푸드마켓+지정현황(2016년),9
부산광역시+영도구+행정처분중인+불법업소+목록(2016년),5
부산광역시+영도구_2006년+1월기준+개별공시지가+자료_20161128,6
부산광역시+영도구_2010년+1월기준+개별공시지가+자료_20160415,6
부산광역시+영도구_2011년+1월기준+개별공시지가+자료_20160415,6
부산광역시+영도구_2012년+1월기준+개별공시지가+자료_20160415,6
부산광역시+영도구_2014년+1월기준+개별공시지가+자료_20160415,6
부산광역시+영도구_2015년+1월기준+개별공시지가+자료_20160415,6
부산광역시+영도구_2016년+1월기준+개별공시지가+자료_20160608,6
부산광역시+영도구_CCTV_20160823,13
부산광역시+영도구_공공시설개방정보_20160601,26
부산광역시+영도구_관광안내소_20160929,24
부산광역시+영도구_관내+공공기관+현황_201604025,3
부산광역시+영도구_관내+의료기관+현황_20160421,5
부산광역시+영도구_관내단체현황_20160601,3
부산광역시+영도구_금연구역_20160927,15
부산광역시+영도구_도서관_20160901,22
부산광역시+영도구_도시공원정보_20160526,17
부산광역시+영도구_동네체육시설+현황_20160425,14
부산광역시+영도구_등록+어선+현황_20160426,8
부산광역시+영도구_무료급식소_20160822,14
부산광역시+영도구_무료와이파이_20160920,15
부산광역시+영도구_무인민원발급정보_20160921,11
부산광역시+영도구_문화축제_20160929,16
부산광역시+영도구_미분양현황_20160331,11
