파일명,필드수
경상남도+거제시_통신판매사업자현황_2016-0927,9
경상남도+거제시_평생학습강좌_20160601,25
경상남도+거제시_협동조합현황_20160623,7
경상남도+거제시_휴양림_20160608,15
경상남도+거제해양관광개발공사_공공시설개방정보_20150911,26
경상남도+거제해양관광개발공사_무료와이파이_20150911,15
경상남도+거제해양관광개발공사_주차장정보_20150901,31
경상남도+거제해양관광개발공사_평생학습강좌_20150911,25
경상남도+거제해양관광개발공사_휴양림_20150911,15
경상남도+거창군_CCTV_20161016,13
경상남도+거창군_게임업현황_20160501,7
경상남도+거창군_공공시설개방정보_20161010,26
경상남도+거창군_공동주택+현황_20160501,10
경상남도+거창군_공연행사정보_20161017,24
경상남도+거창군_공장등록현황_20160501,8
경상남도+거창군_관광안내소_20161017,24
경상남도+거창군_농어촌체험마을_20161010,17
경상남도+거창군_도서관_20161017,22
경상남도+거창군_무더위쉼터_20161017,20
경상남도+거창군_무료급식소_20161013,14
경상남도+거창군_무료와이파이_20160301,15
경상남도+거창군_무인민원발급정보_20160401,11
경상남도+거창군_문화축제_20161017,16
경상남도+거창군_민박펜션업소_20161001,14
경상남도+거창군_상수도수질검사_20161028,67
경상남도+거창군_약국현황_20160501,5
경상남도+거창군_어린이보호구역_20160501,12
경상남도+거창군_임도시설현황_20160501,5
경상남도+거창군_전기차충전소_+20161014,19
경상남도+거창군_평생학습강좌_20160401,25
경상남도+거창군_행정마을별세대인구수_20160430,5
경상남도+고성군_골재채취업+등록+현황,7
경상남도+고성군_공공시설개방정보_20161103,26
경상남도+고성군_공연행사정보_20160608,24
경상남도+고성군_공중화장실_20160905,21
경상남도+고성군_도시공원정보_20161031,17
경상남도+고성군_문화축제_20160608,16
경상남도+고성군_전기차충전소_20160513,19
경상남도+고성군_토석채취+허가+현황,9
경상남도+고성군_휴양림_20161215,15
경상남도+김해시_CCTV_20151001,13
경상남도+김해시_골재채취업+등록현황(20160704),9
경상남도+김해시_공연행사정보_20151201,24
경상남도+김해시_공연행사정보_20151231,24
경상남도+김해시_공연행사정보_20160128,24
경상남도+김해시_공중화장실_20161108,21
경상남도+김해시_금연구역_20160610,15
경상남도+김해시_마을회관_20161107,8
경상남도+김해시_문화재현황_20161101,10
경상남도+김해시_문화축제_20150930,16
경상남도+김해시_문화축제_20161017,16
경상남도+김해시_민박펜션업소_20161108,14
경상남도+김해시_보호수_20161001,23
경상남도+김해시_사회적기업_20161101,12
경상남도+김해시_상수도수질검사_20151002,67
경상남도+김해시_상수도수질검사_20151102,67
경상남도+김해시_상수도수질검사_20151202,67
경상남도+김해시_상수도수질검사_20160105,67
경상남도+김해시_상수도수질검사_20160203,67
경상남도+김해시_상수도수질검사_20160303,67
경상남도+김해시_상수도수질검사_20160503,67
경상남도+김해시_숙박업소현황_20151231,5
경상남도+김해시_시내버스운행현황_20160610,24
경상남도+김해시_어린이집_20160531,15
경상남도+남해군_공공시설개방정보_20161019,26
경상남도+남해군_공중위생업+현황_20170603,4
경상남도+남해군_공중화장실_20160906,21
경상남도+남해군_어린이보호구역_20160919,12
경상남도+남해군_자원봉사단체+현황_20170601,6
경상남도+남해군_전통시장_20160919,16
경상남도+남해군_주차장정보_20160623,31
경상남도+남해군_토석채취허가현황_20160630,10
경상남도+남해군_휴양림_20160623,15
경상남도+밀양시_CCTV_20150930,13
경상남도+밀양시_CCTV_20160930,13
경상남도+밀양시_공공시설개방정보_20150930,26
경상남도+밀양시_공연행사정보_20160930,24
경상남도+밀양시_공중화장실_20150930,21
경상남도+밀양시_관광안내소_20150930,24
경상남도+밀양시_농어촌체험마을_20160930,17
경상남도+밀양시_도서관_20150831,22
경상남도+밀양시_도시공원정보_20160930,17
경상남도+밀양시_마을기업_20160930,20
경상남도+밀양시_무더위쉼터_20160930,20
경상남도+밀양시_무료급식소_20160930,14
경상남도+밀양시_무료와이파이_20160930,15
경상남도+밀양시_문화축제_20160930,16
경상남도+밀양시_박물관미술관정보_20160930,24
경상남도+밀양시_사회적기업_20150930,12
경상남도+밀양시_사회적기업_20160930,12
경상남도+밀양시_상수도수질검사_20160930,67
경상남도+밀양시_어린이보호구역_20160930,12
경상남도+밀양시_어린이집_20160930,15
경상남도+밀양시_재해위험지구_20160930,20
경상남도+밀양시_전기차충전소_20160930,19
경상남도+밀양시_전통시장_20160930,16
경상남도+밀양시_주차장정보_20160930,31
경상남도+밀양시_평생학습강좌_20160930,25
경상남도+사천시_2016년+7월+건축허가(신고)현황_20160801,18
경상남도+사천시_골재채취업+등록+현황_20160701,9
경상남도+사천시_공연행사정보_20160430,24
경상남도+사천시_관광안내소_20161031,24
경상남도+사천시_도시공원정보_20160330,17
경상남도+사천시_무료급식소_20160331,14
경상남도+사천시_사회적기업_20160331,12
경상남도+사천시_상수도수질검사_20160630,67
경상남도+사천시_세차장_20160331,18
경상남도+사천시_어린이보호구역_20160831,12
경상남도+사천시_전통시장_20160831,16
경상남도+사천시_평생학습강좌_20160430,25
경상남도+사천시_화물자동차운송주선사업자현황_20160630,4
경상남도+산청군_약국정보_20160419,5
경상남도+양산시+공중위생업소현황_20160609,8
경상남도+양산시+모범음식점현황_20160609,5
경상남도+양산시+약국현황_20160609.,3
경상남도+양산시_CCTV_20161001,13
경상남도+양산시_가로등운영현황_20161123,11
경상남도+양산시_강수량_20160609,14
경상남도+양산시_개별주택가격_20150101,10
경상남도+양산시_공공시설개방정보_20151019,26
경상남도+양산시_공공시설개방정보_20161007,26
경상남도+양산시_공연행사정보_20150922,24
경상남도+양산시_공중화장실_20160403,21
경상남도+양산시_관광안내소_20150925,24
경상남도+양산시_관광안내소_20160603,24
경상남도+양산시_금연구역_20160404,15
경상남도+양산시_농어촌체험마을_20150925,17
경상남도+양산시_담배소매인지정현황_20161229,4
경상남도+양산시_대기+및+폐수+배출업소+사업장+현황_20160615,6
경상남도+양산시_도서관_20160401,22
경상남도+양산시_도시공원정보_20150918,17
경상남도+양산시_도시공원정보_20160601,17
경상남도+양산시_무더위쉼터_20160405,20
경상남도+양산시_무료급식소_20150921,14
경상남도+양산시_무료급식소_20161011,14
경상남도+양산시_무료와이파이_20150921,15
경상남도+양산시_무료와이파이_20160912,15
경상남도+양산시_무인민원발급정보_20150925,11
경상남도+양산시_무인민원발급정보_20160405,11
경상남도+양산시_문화축제_20150922,16
경상남도+양산시_문화축제_20160603,16
경상남도+양산시_미용업소현황_20150710,5
경상남도+양산시_민박펜션업소_20150922,14
경상남도+양산시_민박펜션업소_20160601,14
경상남도+양산시_보호수_20160405,23
경상남도+양산시_부동산중개업소현황_20160609,7
경상남도+양산시_사회적기업_20151016,12
경상남도+양산시_사회적기업_20160603,12
경상남도+양산시_상수도수질검사_20150804,67
경상남도+양산시_상수도수질검사_20160302,67
경상남도+양산시_아파트현황_20160608,20
경상남도+양산시_어린이보호구역_20150914,12
경상남도+양산시_어린이집_20150916,15
경상남도+양산시_어린이집_20160530,15
경상남도+양산시_읍면동별+장애인현황_20160531,17
경상남도+양산시_자동차+등록현황_20160531,23
경상남도+양산시_자동차+등록현황_20160630,23
경상남도+양산시_자동차+등록현황_20161031,23
경상남도+양산시_자동차등록현황_20160731,15
경상남도+양산시_재해위험지구_20160405,20
경상남도+양산시_전기차충전소_20150922,19
경상남도+양산시_전기차충전소_20160531,19
경상남도+양산시_전통시장_20151021,16
경상남도+양산시_전통시장_20160601,16
경상남도+양산시_제조업체+등록현황_20161111,7
경상남도+양산시_주차장정보_20160530,31
경상남도+양산시_평생학습강좌_20151019,25
경상남도+양산시_평생학습강좌_20160603,25
경상남도+양산시_행정기관현황_20160216,5
경상남도+양산시_휴양림_20150918,15
경상남도+양산시_휴양림_20160912,15
경상남도+의령군_CCTV_20150831,13
경상남도+의령군_CCTV_20160930,13
경상남도+의령군_공연행사정보_20160930,24
경상남도+의령군_공중화장실_+20160930,21
경상남도+의령군_공중화장실_20150831,21
경상남도+의령군_농어촌체험마을_20150831,17
경상남도+의령군_농어촌체험마을_20160930,17
경상남도+의령군_도서관_20150831,22
경상남도+의령군_도서관_20160930,22
경상남도+의령군_도시공원정보_20150831,17
경상남도+의령군_마을기업_20160930,20
경상남도+의령군_무더위쉼터_20160930,20
경상남도+의령군_무료급식소_20150831,14
경상남도+의령군_무료급식소_20160930,14
경상남도+의령군_무인민원발급정보_20150831,11
경상남도+의령군_문화축제_20160930,16
경상남도+의령군_민박펜션업소_20150831,14
경상남도+의령군_민박펜션업소_20160930,14
경상남도+의령군_박물관미술관정보_20160930,24
경상남도+의령군_어린이보호구역_20150831,12
경상남도+의령군_어린이보호구역_20160930,12
경상남도+의령군_어린이집_20150831,15
경상남도+의령군_재해위험지구_20160930,20
경상남도+의령군_전통시장_20150831,16
경상남도+의령군_전통시장_20160930,16
경상남도+의령군_주차장정보_20150831,31
경상남도+의령군_행정기관정보_2016,7
경상남도+지정+예비사회적기업+현황(2015.+4월말+기준),6
경상남도+진주시_경로당_20160131,7
경상남도+진주시_담배소매인지정현황_20161228,4
경상남도+진주시_마을기업_20161001,20
경상남도+진주시_마을회관_20160131,7
경상남도+진주시_미용업정보_20141031,4
경상남도+진주시_보안등정보_20161226,11
경상남도+진주시_식품위생업소_201409,6
경상남도+진주시_주민센터및면사무소_20160131,7
경상남도+진주시_토석채취허가+정보_201606,12
경상남도+창녕군_주차장정보_20160926,31
경상남도+창원시_골재채취업등록현황_20160630,4
경상남도+창원시_공공시설개방정보_20161026,26
경상남도+창원시_공연행사정보_20161007,24
경상남도+창원시_관광안내소_20151019,24
경상남도+창원시_관광안내소_20160630,24
경상남도+창원시_금연구역_20160531,15
경상남도+창원시_길관광정보_20160930,14
경상남도+창원시_농어촌체험마을_20150930,17
경상남도+창원시_농어촌체험마을_20160531,17
경상남도+창원시_도서관_20160531,22
경상남도+창원시_도시공원정보_20150930,17
경상남도+창원시_도시공원정보_20160531,17
경상남도+창원시_마을회관현황_20160215,8
경상남도+창원시_무료급식소_20150925,14
경상남도+창원시_무료와이파이_20150922,15
경상남도+창원시_무료와이파이_20160531,15
경상남도+창원시_무인민원+발급정보_20150831,11
경상남도+창원시_무인민원발급정보_20160531,11
경상남도+창원시_문화축제_20151007,16
경상남도+창원시_문화축제_20160531,16
경상남도+창원시_민박펜션업소_20150930,14
경상남도+창원시_박물관미술관정보_20160930,24
경상남도+창원시_보안등정보_20160930,11
경상남도+창원시_사회적기업_20151031,12
경상남도+창원시_상수도수질검사_20150630,67
경상남도+창원시_상수도수질검사_20151231,67
경상남도+창원시_상수도수질검사_20160331,67
경상남도+창원시_어린이보호구역_20160930,12
경상남도+창원시_자전거대여소_20160930,19
경상남도+창원시_자전거보관소_20160930,15
경상남도+창원시_재해위험지구_20160615,20
경상남도+창원시_전기차충전소_20161026,19
경상남도+창원시_전문건설업체현황_20160331,7
경상남도+창원시_전통시장_20150930,16
경상남도+창원시_주차장정보_20160930,31
경상남도+창원시_지식산업센터현황_20160830,7
경상남도+창원시_지역특화거리_20160930,12
경상남도+창원시_지정약수터정보_20160930,13
경상남도+창원시_특정토양오염관리대상업소현황_20160126,5
경상남도+최다+이용+정류장(15년),6
경상남도+통영시_CCTV_20161030,13
경상남도+통영시_개별주택가격(2015년6월),10
경상남도+통영시_공간정보목록_20160622,35
경상남도+통영시_공연행사정보_20161001,24
경상남도+통영시_공중화장실_20161014,21
경상남도+통영시_관광안내소_20160922,24
경상남도+통영시_금연구역_20160430,15
경상남도+통영시_농어촌체험마을_20161221,17
경상남도+통영시_도서관_20160531,22
경상남도+통영시_도시공원정보_20151001,17
경상남도+통영시_도시공원정보_20160930,17
경상남도+통영시_무더위쉼터_20160630,20
경상남도+통영시_무료급식소_20151102,14
경상남도+통영시_무료와이파이_20151001,15
경상남도+통영시_무료와이파이_20160430,15
경상남도+통영시_무인민원발급정보_20161013,11
경상남도+통영시_문화축제_20160930,16
경상남도+통영시_사회적기업_20151013,12
경상남도+통영시_사회적기업_20160622,12
경상남도+통영시_상수도수질검사_20161021,67
경상남도+통영시_세차장_20160830,18
경상남도+통영시_어린이보호구역_20161020,12
경상남도+통영시_재해위험지구_20161024,20
경상남도+통영시_전기차충전소_20160930,19
경상남도+통영시_전통시장_20160623,16
경상남도+통영시_주차장정보_20151016,31
경상남도+통영시_주차장정보_20160930,31
경상남도+통영시_평생학습강좌_20161018,25
경상남도+하동군+개별주택가격(2015년+1월+1일+기준),7
경상남도+하동군_CCTV_20160530,13
경상남도+하동군_공연행사정보_20151001,24
경상남도+하동군_공중화장실_20160830,21
경상남도+하동군_관광안내소_20160430,24
경상남도+하동군_금연구역_20160930,15
경상남도+하동군_농기계임대정보_20160930,18
경상남도+하동군_농어촌체험마을_20160430,17
경상남도+하동군_담배소매인지정현황2016.12.16,3
경상남도+하동군_도서관_20160430,22
경상남도+하동군_도시공원_20151001,17
경상남도+하동군_무료급식소_20161030,14
경상남도+하동군_무료와이파이_20151001,15
경상남도+하동군_무인민원발급정보_20160830,11
경상남도+하동군_민박펜션업소_20151001,14
경상남도+하동군_사회적기업_20160830,12
경상남도+하동군_상수도수질검사_20151001,67
경상남도+하동군_상수도수질검사_20160930,67
경상남도+하동군_세차장_20160430,18
경상남도+하동군_어린이보호구역_20160830,12
경상남도+하동군_어린이집_20151001,15
경상남도+하동군_재해위험지구_20160430,20
경상남도+하동군_전기차충전소_20161030,19
경상남도+하동군_전통시장_20160830,16
경상남도+하동군_평생학습강좌_20151001,25
경상남도+하동군_휴양림_20160607,15
경상남도+함안군_CCTV_20160621,13
경상남도+함안군_공공시설개방정보_20161010,26
경상남도+함안군_공중화장실_20150915,21
경상남도+함안군_도시공원정보_20161007,17
경상남도+함안군_무더위쉼터_20161007,20
경상남도+함안군_무료와이파이_20160913,15
경상남도+함안군_무인민원발급정보_20160913,11
경상남도+함안군_문화축제_20160616,16
경상남도+함안군_민박펜션업소_20161010,14
경상남도+함안군_보호수_20161012,23
경상남도+함안군_상수도수질검사_20161010,67
경상남도+함안군_세차장_20161011,18
경상남도+함안군_자원봉사+단체현황_20160930,6
경상남도+함안군_재해예경보시스템_20160930,4
경상남도+함안군_평생학습강좌_20160930.,25
경상남도+함양군_CCTV_20150921,13
경상남도+함양군_공공시설개방정보_20161024,26
경상남도+함양군_공연행사정보_20160928,24
경상남도+함양군_마을기업_20160906,20
경상남도+함양군_문화축제_20160928,16
경상남도+함양군_박물관미술관정보_20160908,24
경상남도+함양군_보안등정보_20160921,11
경상남도+함양군_자전거보관소_20160928,15
경상남도+함양군_지역특화거리_20160913,12
경상남도+함양군_지정약수터정보_20160905,13
경상남도+합천군_공공시설개방정보_20160923,26
경상남도+합천군_공연행사정보_20160925,24
경상남도+합천군_관광안내소_20160919,24
경상남도+합천군_금연구역_20160919,15
경상남도+합천군_길관광정보_20160919,14
경상남도+합천군_농기계임대정보_20160830,18
경상남도+합천군_농어촌체험마을_20160920,17
경상남도+합천군_도서관_20160925,22
경상남도+합천군_도시공원정보_20160630,17
경상남도+합천군_마을기업_20160919,20
경상남도+합천군_무더위쉼터_20160907,20
경상남도+합천군_무료와이파이_20160630,15
경상남도+합천군_민박펜션업소_20160919,14
경상남도+합천군_박물관미술관정보_20160909,24
경상남도+합천군_보안등정보_20161025,11
경상남도+합천군_보호수_20160923,23
경상남도+합천군_사회적기업_20160919,12
경상남도+합천군_상수도수질검사_20160909,67
경상남도+합천군_세차장_20160930,18
경상남도+합천군_어린이집_20160929,15
경상남도+합천군_재해위험지구_20160907,20
경상남도+합천군_전통시장_20160919,16
경상남도+합천군_주차장정보_20160630,31
경상남도+합천군_평생학습강좌_20160925,25
경상남도_가축분뇨공공처리시설현황_20160731,7
경상남도_강우량현황_2014년3월,32
경상남도_강우량현황_2014년8월,32
경상남도_강우량현황_2014년9월,32
경상남도_강우량현황_2015년10월,32
경상남도_강우량현황_2015년11월,31
경상남도_강우량현황_2015년12월,32
경상남도_강우량현황_2015년5월,32
경상남도_강우량현황_2015년6월,31
경상남도_강우량현황_2016년1월,32
경상남도_강우량현황_2016년3월,32
경상남도_강우량현황_2016년4월,31
경상남도_강우량현황_2016년6월,31
경상남도_건설기술용역업체현황_20160331,8
경상남도_건설폐기물처리업체현황_20141231,5
경상남도_건축사사무소현황_20160531,6
경상남도_경남도립거창대학도서DB_20160331,6
경상남도_골프장현황_20151231,9
경상남도_공공도서관_20151231,21
경상남도_공공용비상대피시설현황_20160831,8
경상남도_과학관현황_20160430,6
경상남도_관광법인현황_20151231,8
경상남도_관광안내소_20160331,24
경상남도_관서별남여의용소방대인원현황_20160930,13
경상남도_관서별소방용수시설현황20151231,7
경상남도_기념물현황_20160624,5
경상남도_기초생활보장수급자현황_20151231,11
경상남도_노인복지관_20160630,5
경상남도_노인요양시설_20160630,5
경상남도_노인전문병원현황_20151231,10
경상남도_농기계임대사업소현황_20151231,4
경상남도_농산물산지유통센터(APC)현황_20151231,5
경상남도_농업관련도서목록_20160630,5
경상남도_대기배출사업장현황_20160630,7
경상남도_대부업현황_20151231,5
경상남도_도축업현황_20151231,6
경상남도_드림스타트센터현황_20151231,6
경상남도_등산로현황_20160430,7
경상남도_무형문화재전수교육관현황_20160630,5
경상남도_무형문화재현황_20160624,6
경상남도_문화재자료현황_20160624,5
경상남도_미술관현황_20151231,9
경상남도_민속문화재현황_20160624,5
경상남도_박물관미술관정보_20161025,24
경상남도_박물관현황_20151231,9
경상남도_법정빗물이용시설설치현황_20160731,8
경상남도_병원현황_20151231,10
경상남도_부생연료유판매소등록현황_20151231,6
경상남도_분뇨공공처리시설현황_20160731,11
경상남도_분야별환경오염신고현황_2015년,10
경상남도_비영리민간단체현황_20160331,8
경상남도_사료제조업체현황_2016년,8
경상남도_산림박물관소장자료목록_20151231,5
경상남도_산사태취약지역지정현황_20151231,4
경상남도_샘물개발업체현황_20160609,8
경상남도_소방관련방염업체현황_20160331,8
경상남도_소방관련설계업체현황_20160331,8
경상남도_수목유전자원보유현황_20151231,7
경상남도_수영장현황_20151231,12
경상남도_수질배출사업장현황_20151231,6
경상남도_시군별지목현황_20140630,57
경상남도_시군별지목현황_20140930,57
경상남도_시외버스업체현황_20160131,5
경상남도_식품방사능검사현황_2015년,6
경상남도_신고방법별환경오염신고현황_2015년,9
경상남도_쌀브랜드현황_20151231,6
경상남도_아동양육시설현황_20151231,8
경상남도_안전진단전문기관현황_20160729,8
경상남도_야구장현황_20151231,17
경상남도_야생동물진료소운영현황_20151231,8
경상남도_약수터현황_20160731,4
경상남도_양식산업단지해양조사결과_2015년,13
경상남도_어린이보호구역지정현황_20151231,6
경상남도_여성단체현황_20160531,6
경상남도_여성새로일하기센터현황_20151231,9
경상남도_연도별관광객현황_20151231,4
경상남도_예비사회적기업현황_20160430,10
경상남도_오존경보발령통계(2019~2015년),9
경상남도_온천현황_20151231,11
경상남도_외국인근로자지원센터현황_20160531,6
경상남도_요양보호사양성교육기관현황_20160630,4
경상남도_유람선업현황_20151231,5
경상남도_유원시설업현황_20151231,8
경상남도_육상경기장현황_20151231,27
경상남도_음식물쓰레기처리장현황_20160630,4
경상남도_의료기기판매업소현황_20151231,7
경상남도_의료법인현황_20160331,6
경상남도_일반쓰레기처리장현황_20160630,4
경상남도_일자리창출우수기업_20101231,5
경상남도_일자리창출우수기업_20111231,5
경상남도_일자리창출우수기업_20121231,5
경상남도_일자리창출우수기업_20131231,5
경상남도_일자리창출우수기업_20151231,5
경상남도_자동차등록번호판발급대행자현황_20160630,5
경상남도_자원봉사센터현황_20151231,5
경상남도_장애인단체현황_20160101,4
경상남도_장애인복지관현황_20160131,9
경상남도_재활병원현황_20151231,10
경상남도_전기사업관련설계업현황_20160331,7
경상남도_전세버스운송사업업체현황_20160131,7
경상남도_점포현황(백화점)_20151231,12
경상남도_점포현황(준대규모)_20151231,7
경상남도_정보통신공사업체현황_20160331,7
경상남도_정수기업체현황_20160531,5
경상남도_종합병원현황_20151231,12
경상남도_주택재고및임태주택현황_20141231,5
경상남도_지방문화원현황_20151231,10
경상남도_지역아동센터현황_20151231,7
경상남도_지적측량업체등록현황_20160630,6
경상남도_창업보육센터현황_20160331,8
경상남도_천연가스자동차보급현황_20151231,11
경상남도_천연가스충전소현황_20151231,8
경상남도_청소년문화의집현황_20160331,8
경상남도_청소년수련원현황_20160331,10
경상남도_추천상품(QC)지정현황_20160531,9
경상남도_출자출연기관현황_20160331,5
경상남도_측정대행업체현황_20151231,12
경상남도_치과의원현황_20151231,10
경상남도_테니스장현황_20151231,15
경상남도_토종농산물재배현황_2009년,9
경상남도_토종농산물재배현황_2013년,17
경상남도_토종농산물재배현황_2015년,17
경상남도_토지일반재산현황_20160401,6
경상남도_푸드뱅크및푸드마켓현황_20160630,4
경상남도_하수처리시설현황_20151231,6
경상남도_한옥체험업현황_20151231,6
경상남도_한의원현황_20151231,10
경상남도_해수욕장방문객수_2009년~2011년,8
경상남도_해수욕장방문객수_2012년~2015년,9
경상남도_협동조합설립현황_20160729,9
경상남도_환경오염신고현황신고내용조사결과_2015년,8
경상남도_휴양림현황_20150531,5
경상남도의령군_관광안내소_20161223,24
경상남도의령군_무료와이파이_20161221,15
경상남도의령군_평생학습강좌_20161222,25
경상남도통영시_길관광정보_20160922,14
경상납도+사천시+개별공시지가,7
경상북도+경산시_공공시설개방정보_20160902,26
경상북도+경산시_공연행사정보_20150914,24
경상북도+경산시_공중위생업현황_20150710,5
경상북도+경산시_관광안내소_20161102,24
경상북도+경산시_도서관_20161031,22
경상북도+경산시_마을기업_20160831,20
경상북도+경산시_무료급식소_20160921,14
경상북도+경산시_무인민원발급정보_20160905,11
경상북도+경산시_문화축제_20150915,16
경상북도+경산시_사회적기업_20160831,12
경상북도+경산시_상수도수질검사_20160923,67
경상북도+경산시_어린이보호구역_20160829,12
경상북도+경산시_전기차충전소_20161102,19
경상북도+경산시_전통시장_20160901,16
경상북도+경산시_주차장정보_20150908,31
경상북도+경산시_평생학습강좌_20160922,25
경상북도+경주시+경로당현황(2015년),6
경상북도+경주시+마을회관현황(2015년),3
경상북도+경주시_공공시설개방정보_20160901,26
경상북도+경주시_공연행사정보_20160617,24
경상북도+경주시_공중화장실_20160601,21
경상북도+경주시_도서관_20150831,22
경상북도+경주시_도시공원정보_20160601,17
경상북도+경주시_무더위쉼터_20161001,20
경상북도+경주시_무료와이파이_20160302,15
경상북도+경주시_문화축제_20160616,16
경상북도+경주시_민박펜션업소_20161001,14
경상북도+고령군_공공시설개방정보_20161031,26
경상북도+고령군_공연행사정보_20161031,24
경상북도+고령군_문화축제_20161031,16
경상북도+고령군_박물관미술관정보_20161031,24
경상북도+고령군_보호수_20161031,23
경상북도+고령군_어린이집_20160901,15
경상북도+고령군_평생학습강좌_20161031,25
경상북도+구미시+담배소매인+현황_20161227,5
경상북도+구미시_금연구역_20160930,15
경상북도+구미시_농어촌체험마을_20160923,17
경상북도+구미시_도서관_20160926,22
경상북도+구미시_도시공원정보_20160928,17
경상북도+구미시_무료급식소_20160930,14
경상북도+구미시_무인민원발급정보_20160601,11
경상북도+구미시_문화축제_20161006,16
경상북도+구미시_민박펜션업소_20160930,14
경상북도+구미시_사회적기업_20160923,12
경상북도+구미시_상수도수질검사_20160923,67
경상북도+구미시_어린이집_20160922,15
경상북도+구미시_자전거보관소_20161010,15
경상북도+구미시_전통시장_20160923,16
경상북도+구미시_주차장정보_20160921,31
경상북도+구미시_평생학습강좌_20160920,25
경상북도+구미시_휴양림_20160929,15
경상북도+군위군_CCTV_20160813,13
경상북도+군위군_공공시설개방정보_20160813,26
경상북도+군위군_공중화장실_20160813,21
경상북도+군위군_도서관_20160813,22
경상북도+군위군_먹거리정보_20160813,4
경상북도+군위군_무인민원발급정보_20160813,11
경상북도+군위군_문화축제_20160620,16
경상북도+군위군_산업체정보_20160813,6
경상북도+군위군_상수도수질검사_20150925,67
경상북도+군위군_어린이보호구역_20160813,12
경상북도+군위군_재해위험지구_20161017,20
경상북도+군위군_전통시장_20160621,16
경상북도+군위군_주차장정보_20160813,31
경상북도+군위군_평생학습강좌_20160813,25
경상북도+김천시_CCTV_20160930,13
경상북도+김천시_공연행사정보_20160930,24
경상북도+김천시_관광안내소_20160930,24
경상북도+김천시_금연구역_20160930,15
경상북도+김천시_농어촌체험마을_20160930,17
경상북도+김천시_도서관_20160930,22
경상북도+김천시_도시공원정보_20160930,17
경상북도+김천시_무더위쉼터_20160930,20
경상북도+김천시_무료와이파이_20160930,15
경상북도+김천시_문화축제_20160930,16
경상북도+김천시_보호수_20160930,23
경상북도+김천시_사회적기업_20160930,12
경상북도+김천시_상수도수질검사_20160930,67
경상북도+김천시_재해위험지구_20160930,20
경상북도+김천시_전기차충전소_20160930,19
경상북도+김천시_전통시장_20160930,16
경상북도+김천시_주차장정보_20160930,31
경상북도+김천시_평생학습강좌_20160930,25
경상북도+문경시_CCTV_20150922,13
경상북도+문경시_CCTV_20160525,13
경상북도+문경시_공공시설개방정보_20160531,26
경상북도+문경시_공연행사정보_20160523,24
경상북도+문경시_공중화장실_20160525,21
경상북도+문경시_관광안내소_20150831,24
경상북도+문경시_관광안내소_20160531,24
경상북도+문경시_금연구역_20160531,15
경상북도+문경시_농어촌체험마을_20160531,17
경상북도+문경시_도서관_20150825,22
경상북도+문경시_도시공원정보_20150901,17
경상북도+문경시_마을회관_20160531,8
경상북도+문경시_무료와이파이_20150831,15
경상북도+문경시_무인민원발급정보_20160927,11
경상북도+문경시_문화축제_20150901,16
경상북도+문경시_문화축제_20161019,16
경상북도+문경시_민박펜션업소_20160531,14
경상북도+문경시_박물관미술관정보_20160929,24
경상북도+문경시_사회적기업_20150922,12
경상북도+문경시_사회적기업_20160531,12
경상북도+문경시_상수도수질검사_20160318,67
경상북도+문경시_세차장_20160531,18
경상북도+문경시_재해위험지구_20160401,20
경상북도+문경시_전통시장_20150427,16
경상북도+문경시_전통시장_20160531,16
경상북도+문경시_주차장정보_20150828,31
경상북도+문경시_지정약수터정보_20160926,13
경상북도+문경시_특산물_20160531,4
경상북도+문경시_평생학습강좌_20160926,25
경상북도+봉화군+_금연구역_20160601,15
경상북도+봉화군_CCTV_20160609,13
경상북도+봉화군_공공시설개방정보_20160530,26
경상북도+봉화군_공중화장실_20160608,21
경상북도+봉화군_농기계임대정보_20160902,18
경상북도+봉화군_농어촌체험마을_20160527,17
경상북도+봉화군_도시공원정보_20160531,17
경상북도+봉화군_마을기업_20160829,20
경상북도+봉화군_무료와이파이_20160524,15
경상북도+봉화군_민박펜션업소_20160607,14
경상북도+봉화군_박물관미술관정보_20160901,24
경상북도+봉화군_보안등정보_20160830,11
경상북도+봉화군_보호수_20161013,23
경상북도+봉화군_상수도수질검사_20161018,67
경상북도+봉화군_상수도수질검사_20161116,67
경상북도+봉화군_세차장_20160601,18
경상북도+봉화군_어린이집_20160531,15
경상북도+봉화군_자전거보관소_20160905,15
경상북도+봉화군_재해위험지구_20160607,20
경상북도+봉화군_평생학습강좌_20160608,25
경상북도+상주시_개별공시지가_2015,7
경상북도+상주시_개별주택가격_2015,6
경상북도+상주시_개별주택가격_2016,6
경상북도+상주시_공공시설개방정보_20150930,26
경상북도+상주시_공동연립주택현황_2015,8
경상북도+상주시_공동주택다세대현황_2015,7
경상북도+상주시_공동주택현황_2015,9
경상북도+상주시_공연행사정보_20160630,24
경상북도+상주시_공중화장실_20151002,21
경상북도+상주시_관광안내소_20150930,24
경상북도+상주시_교량현황_20160722,20
경상북도+상주시_금연구역_20161001,15
경상북도+상주시_노인교실운영현황_20161101,14
경상북도+상주시_농기계임대정보_20161018,18
경상북도+상주시_농어촌체험마을_20150930,17
경상북도+상주시_도서관_20150930,22
경상북도+상주시_도서관_20160901,22
경상북도+상주시_도시공원_20150427,17
경상북도+상주시_도시공원정보_20160901,17
경상북도+상주시_무료급식소_20150428,14
경상북도+상주시_무료와이파이_20160901,15
